"Fecha","Cierre","Apertura","Máximo","Mínimo","Vol.","% var."
"05.02.2021","47.000","47.070","47.980","46.800","741.01K","0.73%"
"04.02.2021","46.660","47.020","47.020","46.430","1.06M","-0.98%"
"03.02.2021","47.120","47.100","47.910","46.150","995.92K","0.26%"
"02.02.2021","47.000","45.800","47.250","45.800","2.37M","2.17%"
"29.01.2021","46.000","45.980","46.230","44.440","1.38M","-0.33%"
"28.01.2021","46.150","46.370","46.520","45.500","1.24M","-0.99%"
"27.01.2021","46.610","46.020","46.910","45.990","1.52M","-0.36%"
"26.01.2021","46.780","46.790","47.090","45.650","457.76K","-0.23%"
"25.01.2021","46.890","47.050","47.110","45.410","838.25K","0.97%"
"22.01.2021","46.440","47.110","47.110","46.290","366.01K","-1.59%"
"21.01.2021","47.190","47.590","47.590","46.620","1.27M","0.21%"
"20.01.2021","47.090","47.500","47.750","46.470","731.55K","-0.19%"
"19.01.2021","47.180","47.390","47.390","47.000","1.47M","-0.04%"
"18.01.2021","47.200","47.120","47.950","47.010","163.87K","0.38%"
"15.01.2021","47.020","48.430","48.430","46.570","2.90M","-3.11%"
"14.01.2021","48.530","48.880","48.880","48.030","3.51M","-0.25%"
"13.01.2021","48.650","48.700","48.860","48.010","2.54M","-0.10%"
"12.01.2021","48.700","48.900","49.100","48.320","3.23M","0.31%"
"11.01.2021","48.550","49.700","49.770","48.270","395.66K","-2.51%"
"08.01.2021","49.800","49.220","50.350","49.220","854.22K","1.47%"
"07.01.2021","49.080","49.190","49.390","48.000","522.50K","1.01%"
"06.01.2021","48.590","48.500","49.190","48.300","1.51M","0.89%"
"05.01.2021","48.160","48.210","48.790","47.860","398.99K","0.10%"
"04.01.2021","48.110","46.700","48.380","46.700","707.88K","2.01%"
"31.12.2020","47.160","48.790","48.790","47.000","180.62K","-3.32%"
"30.12.2020","48.780","48.500","49.250","48.140","482.54K","0.95%"
"29.12.2020","48.320","47.950","48.400","47.930","268.05K","0.73%"
"28.12.2020","47.970","47.290","48.000","47.290","147.39K","1.76%"
"24.12.2020","47.140","46.620","47.300","46.620","87.89K","2.01%"
"23.12.2020","46.210","45.970","47.650","45.970","609.49K","1.32%"
"22.12.2020","45.610","46.330","46.410","45.110","541.38K","-1.34%"
"21.12.2020","46.230","47.150","47.300","45.820","204.45K","-2.49%"
"18.12.2020","47.410","46.990","47.830","46.990","2.58M","0.68%"
"17.12.2020","47.090","46.820","48.140","46.820","2.26M","-0.47%"
"16.12.2020","47.310","47.150","47.390","46.740","1.19M","0.79%"
"15.12.2020","46.940","47.020","47.260","46.200","3.94M","-0.11%"
"14.12.2020","46.990","47.650","47.740","46.650","719.06K","-0.99%"
"11.12.2020","47.460","47.000","47.610","46.620","2.74M","1.41%"
"10.12.2020","46.800","46.560","46.950","46.010","3.15M","0.65%"
"09.12.2020","46.500","46.710","46.710","46.050","1.73M","-0.28%"
"08.12.2020","46.630","45.480","46.770","45.390","3.13M","2.64%"
"07.12.2020","45.430","45.150","45.790","45.050","1.17M","0.62%"
"04.12.2020","45.150","46.710","46.790","45.040","885.47K","-3.11%"
"03.12.2020","46.600","46.230","46.800","46.130","1.35M","1.02%"
"02.12.2020","46.130","45.050","46.330","45.000","769.10K","2.74%"
"01.12.2020","44.900","45.820","46.180","44.710","1.04M","-1.79%"
"30.11.2020","45.720","46.190","46.200","45.400","1.87M","-1.23%"
"27.11.2020","46.290","47.000","47.000","46.110","1.44M","-1.51%"
"26.11.2020","47.000","47.000","47.210","46.620","221.65K","-0.15%"
"25.11.2020","47.070","46.060","47.230","46.060","924.27K","1.05%"
"24.11.2020","46.580","47.240","47.500","46.240","2.85M","-1.19%"
"23.11.2020","47.140","46.600","47.200","46.500","956.50K","1.49%"
"20.11.2020","46.450","46.200","46.600","46.200","713.71K","0.72%"
"19.11.2020","46.120","46.300","46.940","45.720","928.92K","-0.28%"
"18.11.2020","46.250","45.560","46.490","45.560","2.26M","1.72%"
"17.11.2020","45.470","46.230","46.440","45.380","1.30M","-0.68%"
"13.11.2020","45.780","46.660","46.660","44.980","1.04M","-1.31%"
"12.11.2020","46.390","46.710","47.140","46.170","635.42K","-0.28%"
"11.11.2020","46.520","47.010","47.970","46.200","1.62M","-0.85%"
"10.11.2020","46.920","46.990","48.080","46.660","764.35K","0.58%"
"09.11.2020","46.650","49.000","49.490","46.180","1.43M","-4.25%"
"06.11.2020","48.720","48.130","48.940","48.060","1.02M","1.14%"
"05.11.2020","48.170","45.760","49.700","45.750","1.33M","5.36%"
"04.11.2020","45.720","43.960","45.840","43.960","567.57K","4.24%"
"03.11.2020","43.860","43.020","44.240","42.610","1.33M","1.72%"
"30.10.2020","43.120","43.720","43.720","42.490","910.31K","-1.60%"
"29.10.2020","43.820","43.360","44.000","42.600","470.56K","1.55%"
"28.10.2020","43.150","43.690","43.840","42.520","941.93K","-2.07%"
"27.10.2020","44.060","44.810","45.000","43.800","552.50K","-1.76%"
"26.10.2020","44.850","45.330","45.480","44.710","970.05K","-1.17%"
"23.10.2020","45.380","46.250","46.250","45.300","681.33K","-1.86%"
"22.10.2020","46.240","46.140","46.430","45.290","2.39M","0.43%"
"21.10.2020","46.040","46.230","46.570","45.500","1.83M","-0.43%"
"20.10.2020","46.240","46.530","46.900","46.000","537.92K","-0.79%"
"19.10.2020","46.610","46.300","46.820","46.080","404.10K","1.11%"
"16.10.2020","46.100","45.500","46.300","45.500","1.77M","0.81%"
"15.10.2020","45.730","47.190","48.170","45.500","736.20K","-3.50%"
"14.10.2020","47.390","49.880","50.000","47.000","734.82K","-4.76%"
"13.10.2020","49.760","49.710","50.180","49.420","645.23K","0.04%"
"12.10.2020","49.740","49.550","49.900","49.430","474.18K","0.63%"
"09.10.2020","49.430","49.170","50.100","49.160","407.16K","0.55%"
"08.10.2020","49.160","50.060","50.060","48.600","597.00K","-1.54%"
"07.10.2020","49.930","51.080","51.690","49.230","541.65K","-2.06%"
"06.10.2020","50.980","48.320","51.800","48.320","1.02M","5.57%"
"05.10.2020","48.290","50.130","50.470","47.750","336.99K","-3.11%"
"02.10.2020","49.840","51.410","51.680","49.360","624.52K","-4.06%"
"01.10.2020","51.950","50.210","52.170","50.210","1.83M","3.67%"
"30.09.2020","50.110","48.760","50.590","48.270","1.14M","2.77%"
"29.09.2020","48.760","48.080","49.700","48.070","885.69K","1.63%"
"28.09.2020","47.980","47.130","48.630","47.130","7.27M","2.02%"
"25.09.2020","47.030","47.290","47.460","46.310","360.25K","-0.76%"
"24.09.2020","47.390","46.570","48.980","45.670","656.81K","1.98%"
"23.09.2020","46.470","45.490","46.870","45.310","599.40K","1.93%"
"22.09.2020","45.590","45.210","45.720","45.100","800.25K","1.00%"
"21.09.2020","45.140","47.850","48.000","45.000","708.58K","-5.47%"
"18.09.2020","47.750","47.560","48.400","46.830","1.69M","0.61%"
"17.09.2020","47.460","47.110","47.720","46.500","1.15M","0.94%"
"15.09.2020","47.020","47.150","47.600","46.510","1.27M","-0.06%"
"14.09.2020","47.050","46.500","47.250","46.500","424.55K","1.40%"
"11.09.2020","46.400","47.830","47.980","46.170","683.21K","-2.99%"
"10.09.2020","47.830","47.120","49.000","46.540","1.33M","2.07%"
"09.09.2020","46.860","46.090","48.700","45.580","3.79M","1.89%"
"08.09.2020","45.990","45.480","46.560","45.480","809.79K","1.61%"
"07.09.2020","45.260","45.460","45.460","45.100","27.37K","-0.24%"
"04.09.2020","45.370","46.270","46.270","45.040","831.43K","-1.95%"
"03.09.2020","46.270","46.630","46.630","45.010","877.68K","-0.98%"
"02.09.2020","46.730","46.830","47.590","46.000","824.84K","0.73%"
"01.09.2020","46.390","46.430","46.700","45.330","1.33M","0.63%"
"31.08.2020","46.100","46.470","46.480","45.000","1.06M","-0.80%"
"28.08.2020","46.470","45.770","46.750","45.560","293.42K","1.66%"
"27.08.2020","45.710","46.060","46.740","45.600","1.25M","-0.61%"
"26.08.2020","45.990","46.400","46.540","45.380","1.19M","-0.65%"
"25.08.2020","46.290","45.540","46.530","45.260","989.01K","2.10%"
"24.08.2020","45.340","47.100","47.100","45.250","359.57K","-3.22%"
"21.08.2020","46.850","47.110","47.110","46.650","893.66K","-0.68%"
"20.08.2020","47.170","47.380","47.380","46.200","621.55K","-0.34%"
"19.08.2020","47.330","45.000","47.480","45.000","1.33M","5.06%"
"18.08.2020","45.050","45.760","46.000","44.790","862.16K","-1.34%"
"17.08.2020","45.660","47.060","47.450","45.510","1.02M","-3.10%"
"14.08.2020","47.120","47.000","47.970","46.770","858.97K","0.32%"
"13.08.2020","46.970","48.280","48.680","46.710","919.73K","-2.67%"
"12.08.2020","48.260","51.000","51.000","48.020","1.03M","-5.04%"
"11.08.2020","50.820","50.420","51.040","50.420","1.74M","0.99%"
"10.08.2020","50.320","50.680","50.730","50.160","855.28K","-0.57%"
"07.08.2020","50.610","49.780","52.130","49.380","1.09M","1.73%"
"06.08.2020","49.750","49.790","50.000","48.900","1.16M","0.24%"
"05.08.2020","49.630","48.370","50.430","48.370","1.65M","2.41%"
"04.08.2020","48.460","46.680","49.870","46.680","1.55M","4.71%"
"03.08.2020","46.280","45.610","46.550","45.420","430.25K","3.03%"
"31.07.2020","44.920","45.110","45.810","44.070","1.22M","-0.22%"
"30.07.2020","45.020","45.080","46.010","44.250","1.51M","0.49%"
"29.07.2020","44.800","44.550","46.450","44.250","632.69K","0.56%"
"28.07.2020","44.550","45.600","45.650","43.720","2.26M","-1.46%"
"27.07.2020","45.210","45.490","45.550","44.850","463.64K","0.02%"
"24.07.2020","45.200","45.000","45.770","44.600","1.14M","0.96%"
"23.07.2020","44.770","45.160","45.610","43.930","758.03K","-0.64%"
"22.07.2020","45.060","44.790","46.500","44.250","1.60M","0.56%"
"21.07.2020","44.810","42.990","46.870","42.710","1.53M","4.48%"
"20.07.2020","42.890","42.520","43.110","42.500","485.57K","0.87%"
"17.07.2020","42.520","42.600","42.950","42.300","655.21K","0.16%"
"16.07.2020","42.450","43.840","43.840","42.270","825.40K","-3.15%"
"15.07.2020","43.830","44.000","44.100","43.040","628.59K","0.62%"
"14.07.2020","43.560","42.770","44.450","42.280","1.57M","2.42%"
"13.07.2020","42.530","42.610","43.980","42.270","451.06K","0.33%"
"10.07.2020","42.390","43.070","43.070","42.110","1.09M","-1.35%"
"09.07.2020","42.970","43.250","43.340","42.620","935.59K","-0.85%"
"08.07.2020","43.340","45.150","45.150","42.820","740.57K","-3.15%"
"07.07.2020","44.750","44.430","45.150","44.430","904.00K","0.61%"
"06.07.2020","44.480","44.510","44.850","43.900","5.63M","0.16%"
"03.07.2020","44.410","44.640","44.870","43.020","44.12K","0.45%"
"02.07.2020","44.210","43.210","44.970","43.050","943.68K","2.55%"
"01.07.2020","43.110","42.920","43.780","42.700","811.24K","0.21%"
"30.06.2020","43.020","42.670","43.550","42.520","4.23M","0.94%"
"29.06.2020","42.620","42.910","43.360","42.130","714.85K","-0.75%"
"26.06.2020","42.940","43.960","44.580","42.490","701.12K","-1.76%"
"25.06.2020","43.710","43.600","43.880","43.190","469.98K","0.48%"
"24.06.2020","43.500","43.610","44.070","42.890","591.98K","-1.09%"
"23.06.2020","43.980","43.710","44.980","43.250","698.22K","0.62%"
"22.06.2020","43.710","42.250","43.900","42.250","395.84K","2.32%"
"19.06.2020","42.720","42.830","44.970","42.500","3.74M","0.07%"
"18.06.2020","42.690","43.630","43.870","42.410","356.66K","-1.82%"
"17.06.2020","43.480","43.490","44.020","42.800","220.88K","0.60%"
"16.06.2020","43.220","44.320","45.150","42.800","438.53K","-1.66%"
"15.06.2020","43.950","43.015","44.190","42.030","","1.57%"
"12.06.2020","43.270","43.070","43.750","41.820","826.80K","0.70%"
"11.06.2020","42.970","43.200","44.120","42.510","1.45M","-1.83%"
"10.06.2020","43.770","43.150","44.450","43.040","554.80K","2.17%"
"09.06.2020","42.840","45.040","45.040","42.520","1.09M","-4.88%"
"08.06.2020","45.040","43.670","45.850","43.670","295.70K","3.42%"
"05.06.2020","43.550","43.520","45.820","43.500","1.27M","2.21%"
"04.06.2020","42.610","43.850","44.200","42.520","1.44M","-2.65%"
"03.06.2020","43.770","43.490","44.800","43.400","3.67M","0.88%"
"02.06.2020","43.390","42.920","44.790","42.820","870.05K","1.10%"
"01.06.2020","42.920","42.660","43.900","42.500","814.30K","1.01%"
"29.05.2020","42.490","42.570","42.750","41.090","1.78M","-0.42%"
"28.05.2020","42.670","42.660","43.230","42.260","381.73K","-0.21%"
"27.05.2020","42.760","42.730","43.030","42.410","1.77M","0.12%"
"26.05.2020","42.710","43.520","45.440","41.500","2.14M","-1.64%"
"25.05.2020","43.420","42.600","43.450","42.600","184.82K","2.89%"
"22.05.2020","42.200","41.500","42.730","40.530","624.21K","2.40%"
"21.05.2020","41.210","41.180","41.500","41.020","450.57K","-0.82%"
"20.05.2020","41.550","41.400","42.480","40.130","347.88K","0.53%"
"19.05.2020","41.330","41.340","42.010","41.000","604.38K","0.22%"
"18.05.2020","41.240","40.500","41.720","40.500","1.06M","2.74%"
"15.05.2020","40.140","40.770","40.840","39.580","908.46K","-2.15%"
"14.05.2020","41.020","40.840","41.360","40.140","650.37K","0.20%"
"13.05.2020","40.940","41.500","42.890","40.450","1.56M","-5.84%"
"12.05.2020","43.480","43.810","43.810","43.300","1.14M","-0.53%"
"11.05.2020","43.710","43.780","44.000","43.380","1.90M","-0.32%"
"08.05.2020","43.850","44.230","45.500","43.250","4.27M","-0.43%"
"07.05.2020","44.040","45.170","45.510","43.520","648.77K","-2.57%"
"06.05.2020","45.200","42.870","46.430","42.870","318.16K","5.19%"
"05.05.2020","42.970","42.750","43.280","41.900","292.43K","1.11%"
"04.05.2020","42.500","43.500","43.500","41.900","686.77K","-2.92%"
"30.04.2020","43.780","44.670","44.670","42.040","630.21K","-2.21%"
"29.04.2020","44.770","43.200","46.570","42.980","1.76M","4.09%"
"28.04.2020","43.010","42.950","43.200","42.450","1.42M","1.20%"
"27.04.2020","42.500","42.210","43.340","42.210","864.09K","1.19%"
"24.04.2020","42.000","41.700","42.500","39.510","778.57K","1.35%"
"23.04.2020","41.440","41.400","42.200","40.750","793.11K","0.85%"
"22.04.2020","41.090","39.310","43.110","39.310","2.64M","7.12%"
"21.04.2020","38.360","38.420","38.600","38.010","3.53M","-0.78%"
"20.04.2020","38.660","38.190","39.600","37.500","930.20K","0.97%"
"17.04.2020","38.290","38.590","39.000","37.920","510.78K","1.03%"
"16.04.2020","37.900","37.240","38.990","37.000","936.21K","3.10%"
"15.04.2020","36.760","37.200","37.880","36.310","2.36M","-1.71%"
"14.04.2020","37.400","37.180","37.860","36.790","1.44M","1.99%"
"13.04.2020","36.670","37.750","37.750","36.020","198.30K","-2.91%"
"08.04.2020","37.770","36.380","38.310","35.210","606.98K","4.51%"
"07.04.2020","36.140","38.950","39.370","34.930","758.16K","-6.01%"
"06.04.2020","38.450","34.500","39.900","34.500","333.07K","14.43%"
"03.04.2020","33.600","34.230","34.970","32.720","1.36M","-0.62%"
"02.04.2020","33.810","33.460","36.990","33.460","464.87K","1.35%"
"01.04.2020","33.360","35.490","35.490","33.000","733.93K","-7.95%"
"31.03.2020","36.240","36.950","38.000","35.300","1.10M","0.30%"
"30.03.2020","36.130","37.080","37.080","34.630","205.81K","-0.47%"
"27.03.2020","36.300","37.380","37.800","35.840","1.04M","-4.80%"
"26.03.2020","38.130","35.060","39.610","33.000","2.04M","9.32%"
"25.03.2020","34.880","29.100","36.270","29.100","2.34M","21.58%"
"24.03.2020","28.690","33.740","34.850","28.270","1.76M","-11.72%"
"23.03.2020","32.500","34.000","34.130","32.160","630.04K","-5.05%"
"20.03.2020","34.230","37.050","37.150","33.800","2.18M","-8.13%"
"19.03.2020","37.260","36.500","37.500","31.020","1.39M","2.28%"
"18.03.2020","36.430","39.520","43.270","35.580","1.28M","-8.63%"
"17.03.2020","39.870","38.500","41.690","36.200","1.49M","1.35%"
"13.03.2020","39.340","38.020","41.990","37.200","1.14M","3.83%"
"12.03.2020","37.890","41.990","41.990","35.410","1.51M","-5.68%"
"11.03.2020","40.170","41.070","41.300","40.000","2.09M","-2.95%"
"10.03.2020","41.390","40.630","42.500","40.160","1.28M","4.26%"
"09.03.2020","39.700","39.400","41.090","38.590","1.08M","-3.99%"
"06.03.2020","41.350","41.730","41.920","40.520","969.60K","-0.91%"
"05.03.2020","41.730","43.250","44.190","40.750","2.75M","-3.78%"
"04.03.2020","43.370","43.340","44.050","42.710","904.05K","0.07%"
"03.03.2020","43.340","43.000","44.660","42.700","1.31M","1.24%"
"02.03.2020","42.810","41.770","43.080","41.510","916.00K","2.96%"
"28.02.2020","41.580","42.040","42.040","40.650","852.96K","-2.83%"
"27.02.2020","42.790","43.540","43.540","41.310","1.72M","-2.28%"
"26.02.2020","43.790","45.400","46.610","43.530","1.48M","-3.46%"
"25.02.2020","45.360","45.730","46.900","45.020","908.47K","-0.55%"
"24.02.2020","45.610","45.270","46.340","44.340","4.57M","-0.35%"
"21.02.2020","45.770","45.110","46.100","44.800","784.63K","1.71%"
"20.02.2020","45.000","44.930","45.700","44.310","2.37M","0.36%"
"19.02.2020","44.840","44.130","45.700","43.950","1.98M","1.84%"
"18.02.2020","44.030","44.470","44.470","43.660","101.46K","-0.92%"
"17.02.2020","44.440","43.900","44.900","43.900","204.89K","1.35%"
"14.02.2020","43.850","43.730","44.080","43.310","342.05K","0.50%"
"13.02.2020","43.630","42.800","43.850","42.250","158.67K","1.84%"
"12.02.2020","42.840","43.060","43.620","42.580","2.07M","-0.30%"
"11.02.2020","42.970","43.740","45.700","42.600","719.13K","-1.60%"
"10.02.2020","43.670","42.880","43.950","42.400","409.28K","1.89%"
"07.02.2020","42.860","43.370","43.370","42.220","839.68K","-1.18%"
"06.02.2020","43.370","42.850","44.000","42.110","1.13M","1.24%"
"05.02.2020","42.840","43.460","43.610","41.910","761.14K","-1.22%"
"04.02.2020","43.370","43.520","43.750","43.000","1.03M","-0.34%"
"31.01.2020","43.520","42.670","44.000","41.850","512.50K","1.75%"
"30.01.2020","42.770","42.300","43.300","41.310","683.77K","1.18%"
"29.01.2020","42.270","42.400","42.450","41.830","1.34M","-0.12%"
"28.01.2020","42.320","42.150","42.790","41.550","148.35K","0.19%"
"27.01.2020","42.240","42.310","42.890","41.480","567.27K","-1.65%"
"24.01.2020","42.950","43.500","44.200","42.710","647.16K","-1.20%"
"23.01.2020","43.470","43.310","44.000","42.650","346.67K","0.53%"
"22.01.2020","43.240","43.040","43.450","42.810","413.27K","0.49%"
"21.01.2020","43.030","42.850","43.290","42.310","817.59K","0.23%"
"20.01.2020","42.930","43.100","43.100","42.810","251.16K","-0.16%"
"17.01.2020","43.000","42.550","43.140","42.290","1.01M","1.11%"
"16.01.2020","42.530","42.060","43.000","42.060","441.77K","1.36%"
"15.01.2020","41.960","42.780","42.970","41.750","793.04K","-2.15%"
"14.01.2020","42.880","42.000","43.000","41.830","1.99M","2.22%"
"13.01.2020","41.950","42.000","42.490","41.870","541.49K","-0.05%"
"10.01.2020","41.970","42.100","42.600","41.820","440.73K","-0.24%"
"09.01.2020","42.070","42.180","42.680","41.800","555.09K","-0.21%"
"08.01.2020","42.160","42.000","42.580","41.780","722.75K","0.29%"
"07.01.2020","42.040","41.710","42.340","41.600","439.53K","0.86%"
"06.01.2020","41.680","42.040","42.340","41.520","535.09K","-0.62%"
"03.01.2020","41.940","42.740","42.740","41.440","401.38K","-2.10%"
"02.01.2020","42.840","41.530","43.370","41.530","237.17K","3.63%"